Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number,
5,G01,Background,29.02,0.00,0.00,0.00,,
5,G02,SVC003,29.02,18.16,7.26,12.91,36.09375,
5,G03,ND_PBMC,29.02,65.69,25.00,44.45,7,
5,G04,ND_PBMC,29.02,49.28,25.24,44.88,7,
5,G05,ND_T,29.02,41.82,16.01,28.48,7,
5,G06,ND_T,29.02,85.61,24.11,42.87,6.125,
5,G07,T2D_T,29.02,45.93,13.05,23.20,7,
5,G08,SVC007,29.02,16.40,7.15,12.72,6.218695652,
5,G09,ND_T40,29.02,46.64,75.24,133.81,2,
5,G10,ND_T40,29.02,43.87,68.09,121.10,2,
5,G11,T2D_T40,29.02,36.42,65.49,116.46,2,
5,G12,Background,29.02,0.00,0.00,0.00,,
5,H01,Background,29.02,0.00,0.00,0.00,,
5,H02,Unassigned,29.02,-2.17,0.64,1.14,,
5,H03,ND_PBMC,29.02,68.33,23.41,41.63,7,
5,H04,ND_PBMC,29.02,46.27,24.32,43.24,7,
5,H05,ND_T,29.02,35.82,16.39,29.15,7,
5,H06,Unassigned,29.02,-0.16,0.55,0.97,,
5,H07,T2D_T,29.02,48.53,15.08,26.81,,
5,H08,Unassigned,29.02,-0.53,0.75,1.33,,
5,H09,ND_T40,29.02,45.88,64.36,114.46,2,
5,H10,ND_T40,29.02,46.53,75.90,134.98,2,
5,H11,Unassigned,29.02,-1.19,0.57,1.01,,
5,H12,Background,29.02,0.00,0.00,0.00,,
6,A01,Background,36.60,0.00,0.00,0.00,,
6,A02,Background,36.60,0.00,0.00,0.00,,
6,A03,ND_PBMC,36.60,29.76,43.90,78.06,7,
6,A04,ND_PBMC,36.60,28.06,35.03,62.30,7,
6,A05,T2D_PBMC,36.60,39.67,37.73,67.09,7,
6,A06,Unassigned,36.60,0.06,0.70,1.24,,
6,A07,SVC006,36.60,10.11,3.89,6.92,1.533972233,
6,A08,SVC006,36.60,6.07,4.22,7.51,1.533972233,
6,A09,L_T40,36.60,39.62,92.37,164.27,2,
6,A10,Unassigned,36.60,6.12,-0.35,-0.62,,
6,A11,Unassigned,36.60,-23.21,0.53,0.95,,
6,A12,Background,36.60,0.00,0.00,0.00,,
6,B01,L_PBMC,36.60,24.54,25.29,44.98,7,
6,B02,L_PBMC,36.60,23.90,25.20,44.82,7,
6,B03,ND_PBMC,36.60,29.03,37.56,66.79,7,
6,B04,ND_PBMC,36.60,40.42,39.57,70.38,7,
6,B05,T2D_PBMC,36.60,47.10,44.39,78.95,7,
6,B06,ND_T,36.60,23.65,20.01,35.58,0.566847826,
6,B07,ND_T,36.60,16.73,8.44,15.00,0.551630435,
6,B08,SVC006,36.60,6.08,3.49,6.20,,
6,B09,L_T40,36.60,38.11,112.02,199.21,2,
6,B10,ND_T40,36.60,27.42,78.28,139.22,15.5875,
6,B11,T2D_T40,36.60,12.77,51.39,91.39,2,
6,B12,Background,36.60,0.00,0.00,0.00,,
6,C01,L_PBMC,36.60,28.42,31.30,55.66,7,
6,C02,L_PBMC,36.60,18.64,27.73,49.31,7,
6,C03,ND_PBMC,36.60,28.31,40.06,71.24,7,
6,C04,ND_PBMC,36.60,33.71,42.46,75.50,7,
6,C05,T2D_PBMC,36.60,33.86,32.74,58.23,7,
6,C06,ND_T,36.60,22.04,19.17,34.09,5.668478269,
6,C07,ND_T,36.60,9.43,8.91,15.85,5.516343478,
6,C08,SVC006,36.60,4.44,5.32,9.46,1.533972233,
6,C09,L_T40,36.60,43.88,121.03,215.24,2,
6,C10,ND_T40,36.60,24.65,106.59,189.57,1.88125,
6,C11,ND_T40,36.60,16.97,46.74,83.13,1.33984375,
6,C12,Background,36.60,0.00,0.00,0.00,,
6,D01,L_T,36.60,7.86,9.74,17.32,7,
6,D02,L_T,36.60,9.44,9.54,16.97,7,
6,D03,ND_PBMC,36.60,26.36,45.83,81.51,7,
6,D04,ND_PBMC,36.60,35.16,38.29,68.10,7,
6,D05,T2D_PBMC,36.60,29.08,30.36,53.99,7,
6,D06,ND_T,36.60,22.46,17.83,31.70,5.668478269,
6,D07,ND_T,36.60,17.79,10.92,19.42,5.516343478,
6,D08,SVC006,36.60,1.18,4.57,8.13,1.533972233,
6,D09,L_T40,36.60,39.63,118.56,210.84,2,
6,D10,ND_T40,36.60,30.82,112.76,200.54,1.88125,
6,D11,ND_T40,36.60,17.01,56.50,100.47,1.33984375,
6,D12,Background,36.60,0.00,0.00,0.00,,
6,E01,L_T,36.60,19.91,13.79,24.52,7,
6,E02,L_T,36.60,13.68,14.85,26.40,7,
6,E03,ND_PBMC,36.60,30.39,38.46,68.40,7,
6,E04,ND_PBMC,36.60,33.54,38.14,67.83,7,
6,E05,ND_T,36.60,31.11,23.69,42.13,7,
6,E06,ND_T,36.60,49.21,39.94,71.02,6.125,
6,E07,T2D_T,36.60,22.85,21.25,37.80,7,
6,E08,SVC007,36.60,2.61,9.44,16.78,1.826086957,
6,E09,ND_T40,36.60,16.99,83.10,147.79,2,
6,E10,ND_T40,36.60,22.03,92.82,165.08,2,
6,E11,T2D_T40,36.60,26.45,69.21,123.08,2,
6,E12,Background,36.60,0.00,0.00,0.00,,
6,F01,Background,36.60,0.00,0.00,0.00,,
6,F02,SVC002,36.60,32.22,25.28,44.96,47.03125,
6,F03,ND_PBMC,36.60,33.18,43.39,77.16,7,
6,F04,ND_PBMC,36.60,23.82,34.61,61.55,7,
6,F05,ND_T,36.60,14.19,27.08,48.15,7,
6,F06,ND_T,36.60,49.34,29.50,52.46,6.125,
6,F07,T2D_T,36.60,19.96,18.87,33.56,7,
6,F08,SVC007,36.60,1.51,9.40,16.71,6.218695652,
6,F09,ND_T40,36.60,23.60,85.66,152.33,2,
6,F10,ND_T40,36.60,32.77,83.99,149.37,2,
6,F11,T2D_T40,36.60,-26.84,62.62,111.36,2,
6,F12,Background,36.60,0.00,0.00,0.00,,
6,G01,Background,36.60,0.00,0.00,0.00,,
6,G02,SVC003,36.60,10.45,12.14,21.59,36.09375,
6,G03,ND_PBMC,36.60,28.42,37.71,67.07,7,
6,G04,ND_PBMC,36.60,23.68,38.55,68.56,7,
6,G05,ND_T,36.60,20.56,24.02,42.71,7,
6,G06,ND_T,36.60,53.31,36.73,65.32,6.125,
6,G07,T2D_T,36.60,18.12,12.25,21.78,7,
6,G08,SVC007,36.60,8.96,8.95,15.92,6.218695652,
6,G09,ND_T40,36.60,18.86,92.52,164.53,2,
6,G10,ND_T40,36.60,19.90,85.93,152.81,2,
6,G11,T2D_T40,36.60,26.64,75.70,134.63,2,
6,G12,Background,36.60,0.00,0.00,0.00,,
6,H01,Background,36.60,0.00,0.00,0.00,,
6,H02,Unassigned,36.60,-0.67,0.76,1.35,,
6,H03,ND_PBMC,36.60,30.67,32.56,57.91,7,
6,H04,ND_PBMC,36.60,26.89,31.03,55.18,7,
6,H05,ND_T,36.60,19.95,21.36,37.99,7,
6,H06,Unassigned,36.60,2.29,0.67,1.20,,
6,H07,T2D_T,36.60,26.42,17.21,30.61,,
6,H08,Unassigned,36.60,-1.64,0.83,1.48,,
6,H09,ND_T40,36.60,22.45,83.79,149.02,2,
6,H10,ND_T40,36.60,27.34,94.56,168.17,2,
6,H11,Unassigned,36.60,0.21,0.62,1.10,,
6,H12,Background,36.60,0.00,0.00,0.00,,
7,A01,Background,43.73,0.00,0.00,0.00,,
7,A02,Background,43.73,0.00,0.00,0.00,,
7,A03,ND_PBMC,43.73,26.70,45.47,80.87,7,
7,A04,ND_PBMC,43.73,29.55,37.93,67.45,7,
7,A05,T2D_PBMC,43.73,37.75,40.51,72.04,7,
7,A06,Unassigned,43.73,-0.16,0.24,0.42,,
7,A07,SVC006,43.73,11.22,2.25,4.00,1.533972233,
7,A08,SVC006,43.73,6.07,3.99,7.09,1.533972233,
7,A09,L_T40,43.73,39.80,92.35,164.23,2,
7,A10,Unassigned,43.73,7.50,-0.03,-0.05,,
7,A11,Unassigned,43.73,-24.69,0.38,0.68,,
7,A12,Background,43.73,0.00,0.00,0.00,,
7,B01,L_PBMC,43.73,26.42,28.88,51.37,7,
7,B02,L_PBMC,43.73,23.50,29.60,52.64,7,
7,B03,ND_PBMC,43.73,30.84,37.51,66.71,7,
7,B04,ND_PBMC,43.73,38.87,41.40,73.63,7,
7,B05,T2D_PBMC,43.73,46.75,51.88,92.27,7,
7,B06,ND_T,43.73,18.20,20.48,36.43,0.566847826,
7,B07,ND_T,43.73,15.60,9.04,16.09,0.551630435,
7,B08,SVC006,43.73,5.69,1.44,2.56,,
7,B09,L_T40,43.73,36.98,109.85,195.36,2,
7,B10,ND_T40,43.73,27.37,84.58,150.41,15.5875,
7,B11,T2D_T40,43.73,11.60,58.72,104.42,2,
7,B12,Background,43.73,0.00,0.00,0.00,,
7,C01,L_PBMC,43.73,29.33,33.28,59.19,7,
7,C02,L_PBMC,43.73,18.48,30.34,53.95,7,
7,C03,ND_PBMC,43.73,25.30,36.10,64.20,7,
7,C04,ND_PBMC,43.73,32.54,44.36,78.88,7,
7,C05,T2D_PBMC,43.73,34.34,38.05,67.67,7,
7,C06,ND_T,43.73,20.30,20.57,36.58,5.668478269,
7,C07,ND_T,43.73,9.59,9.09,16.16,5.516343478,
7,C08,SVC006,43.73,6.11,3.95,7.02,1.533972233,
7,C09,L_T40,43.73,44.43,118.13,210.09,2,
7,C10,ND_T40,43.73,22.43,110.05,195.72,1.88125,
7,C11,ND_T40,43.73,17.48,56.69,100.82,1.33984375,
7,C12,Background,43.73,0.00,0.00,0.00,,
7,D01,L_T,43.73,8.42,11.81,21.00,7,
7,D02,L_T,43.73,10.07,10.48,18.64,7,
7,D03,ND_PBMC,43.73,28.20,48.74,86.67,7,
7,D04,ND_PBMC,43.73,31.42,34.40,61.18,7,
7,D05,T2D_PBMC,43.73,29.94,34.97,62.18,7,
7,D06,ND_T,43.73,21.25,19.21,34.16,5.668478269,
7,D07,ND_T,43.73,17.87,11.78,20.94,5.516343478,
7,D08,SVC006,43.73,0.77,3.24,5.77,1.533972233,
7,D09,L_T40,43.73,39.21,119.03,211.69,2,
7,D10,ND_T40,43.73,33.51,114.98,204.47,1.88125,
7,D11,ND_T40,43.73,16.18,65.19,115.93,1.33984375,
7,D12,Background,43.73,0.00,0.00,0.00,,
7,E01,L_T,43.73,20.14,15.16,26.96,7,
7,E02,L_T,43.73,14.36,14.64,26.03,7,
7,E03,ND_PBMC,43.73,26.59,35.47,63.08,7,
7,E04,ND_PBMC,43.73,33.63,41.49,73.78,7,
7,E05,ND_T,43.73,29.61,24.01,42.70,7,
7,E06,ND_T,43.73,47.27,38.50,68.47,6.125,
7,E07,T2D_T,43.73,22.08,21.93,39.00,7,
7,E08,SVC007,43.73,2.88,7.66,13.62,2.130434783,
7,E09,ND_T40,43.73,15.71,88.91,158.11,2,
7,E10,ND_T40,43.73,23.76,95.79,170.36,2,
7,E11,T2D_T40,43.73,27.15,75.10,133.55,2,
7,E12,Background,43.73,0.00,0.00,0.00,,
7,F01,Background,43.73,0.00,0.00,0.00,,
7,F02,SVC002,43.73,31.08,22.84,40.62,47.03125,
7,F03,ND_PBMC,43.73,35.20,47.47,84.41,7,
7,F04,ND_PBMC,43.73,21.72,34.04,60.54,7,
7,F05,ND_T,43.73,15.94,27.69,49.25,7,
7,F06,ND_T,43.73,44.99,28.82,51.26,6.125,
7,F07,T2D_T,43.73,18.98,19.94,35.47,7,
7,F08,SVC007,43.73,1.70,7.89,14.04,6.218695652,
7,F09,ND_T40,43.73,24.83,93.78,166.78,2,
7,F10,ND_T40,43.73,33.31,90.18,160.37,2,
7,F11,T2D_T40,43.73,-28.77,68.62,122.04,2,
7,F12,Background,43.73,0.00,0.00,0.00,,
7,G01,Background,43.73,0.00,0.00,0.00,,
7,G02,SVC003,43.73,10.14,11.01,19.58,36.09375,
7,G03,ND_PBMC,43.73,26.75,40.76,72.49,7,
7,G04,ND_PBMC,43.73,21.10,37.13,66.03,7,
7,G05,ND_T,43.73,20.93,24.97,44.41,7,
7,G06,ND_T,43.73,51.68,35.72,63.53,6.125,
7,G07,T2D_T,43.73,18.84,14.08,25.05,7,
7,G08,SVC007,43.73,12.62,7.90,14.05,6.218695652,
7,G09,ND_T40,43.73,18.32,95.81,170.39,2,
7,G10,ND_T40,43.73,19.73,91.45,162.63,2,
7,G11,T2D_T40,43.73,28.85,80.25,142.71,2,
7,G12,Background,43.73,0.00,0.00,0.00,,
7,H01,Background,43.73,0.00,0.00,0.00,,
7,H02,Unassigned,43.73,-1.70,0.83,1.48,,
7,H03,ND_PBMC,43.73,32.84,36.66,65.20,7,
7,H04,ND_PBMC,43.73,25.46,34.78,61.85,7,
7,H05,ND_T,43.73,20.55,22.52,40.05,7,
7,H06,Unassigned,43.73,-2.92,0.45,0.79,,
7,H07,T2D_T,43.73,26.54,18.40,32.72,,
7,H08,Unassigned,43.73,-0.94,0.64,1.14,,
7,H09,ND_T40,43.73,23.09,87.21,155.09,2,
7,H10,ND_T40,43.73,27.11,100.38,178.51,2,
7,H11,Unassigned,43.73,-1.04,0.58,1.03,,
7,H12,Background,43.73,0.00,0.00,0.00,,
8,A01,Background,50.90,0.00,0.00,0.00,,
8,A02,Background,50.90,0.00,0.00,0.00,,
8,A03,ND_PBMC,50.90,24.20,46.02,81.84,7,
8,A04,ND_PBMC,50.90,29.14,38.48,68.43,7,
8,A05,T2D_PBMC,50.90,34.83,44.91,79.86,7,
8,A06,Unassigned,50.90,0.04,0.29,0.52,,
8,A07,SVC006,50.90,10.25,1.26,2.23,1.533972233,
8,A08,SVC006,50.90,6.80,3.17,5.63,1.533972233,
8,A09,L_T40,50.90,39.78,78.57,139.72,2,
8,A10,Unassigned,50.90,10.54,0.09,0.16,,
8,A11,Unassigned,50.90,-24.14,0.02,0.04,,
8,A12,Background,50.90,0.00,0.00,0.00,,
8,B01,L_PBMC,50.90,23.87,29.79,52.98,7,
8,B02,L_PBMC,50.90,23.60,30.59,54.40,7,
8,B03,ND_PBMC,50.90,28.90,40.78,72.53,7,
8,B04,ND_PBMC,50.90,38.97,44.14,78.49,7,
8,B05,T2D_PBMC,50.90,42.46,58.26,103.60,7,
8,B06,ND_T,50.90,17.54,22.84,40.62,0.566847826,
8,B07,ND_T,50.90,15.66,10.22,18.17,0.551630435,
8,B08,SVC006,50.90,6.73,1.18,2.10,,
8,B09,L_T40,50.90,36.83,102.37,182.05,2,
8,B10,ND_T40,50.90,26.10,82.13,146.06,15.5875,
8,B11,T2D_T40,50.90,10.21,60.01,106.72,2,
8,B12,Background,50.90,0.00,0.00,0.00,,
8,C01,L_PBMC,50.90,28.86,36.02,64.07,7,
8,C02,L_PBMC,50.90,17.27,32.95,58.59,7,
8,C03,ND_PBMC,50.90,23.45,36.61,65.10,7,
8,C04,ND_PBMC,50.90,31.93,48.14,85.62,7,
8,C05,T2D_PBMC,50.90,34.63,44.23,78.66,7,
8,C06,ND_T,50.90,20.20,22.87,40.67,5.668478269,
8,C07,ND_T,50.90,9.99,9.89,17.59,5.516343478,
8,C08,SVC006,50.90,2.29,3.19,5.68,1.533972233,
8,C09,L_T40,50.90,43.57,113.17,201.25,2,
8,C10,ND_T40,50.90,24.25,109.86,195.38,1.88125,
8,C11,ND_T40,50.90,18.48,58.47,103.99,1.33984375,
8,C12,Background,50.90,0.00,0.00,0.00,,
8,D01,L_T,50.90,7.17,12.68,22.54,7,
8,D02,L_T,50.90,10.98,11.92,21.19,7,
8,D03,ND_PBMC,50.90,26.32,52.01,92.50,7,
8,D04,ND_PBMC,50.90,34.42,40.62,72.24,7,
8,D05,T2D_PBMC,50.90,30.54,37.38,66.47,7,
8,D06,ND_T,50.90,21.82,21.23,37.76,5.668478269,
8,D07,ND_T,50.90,17.49,12.60,22.41,5.516343478,
8,D08,SVC006,50.90,-1.06,3.37,5.99,1.533972233,
8,D09,L_T40,50.90,40.66,113.82,202.42,2,
8,D10,ND_T40,50.90,34.24,111.53,198.34,1.88125,
8,D11,ND_T40,50.90,17.57,67.90,120.75,1.33984375,
8,D12,Background,50.90,0.00,0.00,0.00,,
8,E01,L_T,50.90,20.15,16.52,29.38,7,
8,E02,L_T,50.90,13.85,16.02,28.49,7,
8,E03,ND_PBMC,50.90,26.30,37.62,66.91,7,
8,E04,ND_PBMC,50.90,33.72,44.34,78.85,7,
8,E05,ND_T,50.90,28.75,25.96,46.16,7,
8,E06,ND_T,50.90,46.64,40.81,72.57,6.125,
8,E07,T2D_T,50.90,23.25,24.04,42.75,7,
8,E08,SVC007,50.90,4.22,6.49,11.55,2.434782609,
8,E09,ND_T40,50.90,16.31,90.19,160.39,2,
8,E10,ND_T40,50.90,24.53,97.46,173.32,2,
8,E11,T2D_T40,50.90,26.79,75.37,134.03,2,
8,E12,Background,50.90,0.00,0.00,0.00,,
8,F01,Background,50.90,0.00,0.00,0.00,,
8,F02,SVC002,50.90,30.99,22.47,39.95,47.03125,
8,F03,ND_PBMC,50.90,37.12,44.31,78.80,7,
8,F04,ND_PBMC,50.90,20.17,35.67,63.43,7,
8,F05,ND_T,50.90,14.06,29.86,53.11,7,
8,F06,ND_T,50.90,43.49,30.74,54.66,6.125,
8,F07,T2D_T,50.90,18.45,22.42,39.87,7,
8,F08,SVC007,50.90,1.05,7.31,13.00,6.218695652,
8,F09,ND_T40,50.90,25.11,94.79,168.58,2,
8,F10,ND_T40,50.90,32.58,90.78,161.44,2,
8,F11,T2D_T40,50.90,-26.24,69.09,122.86,2,
8,F12,Background,50.90,0.00,0.00,0.00,,
8,G01,Background,50.90,0.00,0.00,0.00,,
8,G02,SVC003,50.90,11.30,10.71,19.04,36.09375,
8,G03,ND_PBMC,50.90,24.91,42.25,75.14,7,
8,G04,ND_PBMC,50.90,19.74,38.50,68.47,7,
8,G05,ND_T,50.90,19.74,26.89,47.81,7,
8,G06,ND_T,50.90,52.66,38.64,68.72,6.125,
8,G07,T2D_T,50.90,18.03,15.51,27.59,7,
8,G08,SVC007,50.90,14.09,7.41,13.17,6.218695652,
8,G09,ND_T40,50.90,17.51,96.53,171.68,2,
8,G10,ND_T40,50.90,17.89,93.00,165.38,2,
8,G11,T2D_T40,50.90,28.10,80.25,142.71,2,
8,G12,Background,50.90,0.00,0.00,0.00,,
8,H01,Background,50.90,0.00,0.00,0.00,,
8,H02,Unassigned,50.90,-1.64,0.12,0.21,,
8,H03,ND_PBMC,50.90,28.55,34.90,62.06,7,
8,H04,ND_PBMC,50.90,20.46,37.51,66.70,7,
8,H05,ND_T,50.90,20.22,23.16,41.18,7,
8,H06,Unassigned,50.90,-3.25,0.85,1.52,,
8,H07,T2D_T,50.90,26.88,19.77,35.16,,
8,H08,Unassigned,50.90,-2.58,0.89,1.59,,
8,H09,ND_T40,50.90,22.37,86.25,153.38,2,
8,H10,ND_T40,50.90,26.24,97.88,174.07,2,
8,H11,Unassigned,50.90,-1.34,0.39,0.70,,
8,H12,Background,50.90,0.00,0.00,0.00,,
9,A01,Background,58.70,0.00,0.00,0.00,,
9,A02,Background,58.70,0.00,0.00,0.00,,
9,A03,ND_PBMC,58.70,192.25,72.22,128.43,7,
9,A04,ND_PBMC,58.70,382.94,96.55,171.71,7,
9,A05,T2D_PBMC,58.70,328.56,95.43,169.72,7,
9,A06,Unassigned,58.70,1.95,1.50,2.66,,
9,A07,SVC006,58.70,22.97,6.15,10.94,1.533972233,
9,A08,SVC006,58.70,21.86,4.56,8.11,1.533972233,
9,A09,L_T40,58.70,101.08,71.13,126.51,2,
9,A10,Unassigned,58.70,-1.76,-0.02,-0.03,,
9,A11,Unassigned,58.70,-4.45,1.14,2.03,,
9,A12,Background,58.70,0.00,0.00,0.00,,
9,B01,L_PBMC,58.70,192.12,54.91,97.66,7,
9,B02,L_PBMC,58.70,154.36,51.24,91.12,7,
9,B03,ND_PBMC,58.70,142.65,55.95,99.50,7,
9,B04,ND_PBMC,58.70,289.74,66.07,117.50,7,
9,B05,T2D_PBMC,58.70,416.13,96.16,171.00,7,
9,B06,ND_T,58.70,307.05,77.83,138.41,0.566847826,
9,B07,ND_T,58.70,121.41,24.07,42.80,0.551630435,
9,B08,SVC006,58.70,22.05,-2.01,-3.57,,
9,B09,L_T40,58.70,121.55,74.26,132.07,2,
9,B10,ND_T40,58.70,72.44,69.66,123.89,15.5875,
9,B11,T2D_T40,58.70,47.43,47.21,83.97,2,
9,B12,Background,58.70,0.00,0.00,0.00,,
9,C01,L_PBMC,58.70,159.11,59.38,105.60,7,
9,C02,L_PBMC,58.70,182.40,62.04,110.33,7,
9,C03,ND_PBMC,58.70,118.63,47.58,84.62,7,
9,C04,ND_PBMC,58.70,305.28,86.02,152.99,7,
9,C05,T2D_PBMC,58.70,241.75,75.62,134.48,7,
9,C06,ND_T,58.70,294.09,78.22,139.10,5.668478269,
9,C07,ND_T,58.70,97.79,24.00,42.68,5.516343478,
9,C08,SVC006,58.70,17.15,4.89,8.70,1.533972233,
9,C09,L_T40,58.70,113.36,80.48,143.13,2,
9,C10,ND_T40,58.70,86.50,95.27,169.43,1.88125,
9,C11,ND_T40,58.70,22.82,37.39,66.49,1.33984375,
9,C12,Background,58.70,0.00,0.00,0.00,,
9,D01,L_T,58.70,90.06,29.16,51.86,7,
9,D02,L_T,58.70,57.68,24.49,43.56,7,
9,D03,ND_PBMC,58.70,154.72,62.34,110.86,7,
9,D04,ND_PBMC,58.70,291.49,73.31,130.38,7,
9,D05,T2D_PBMC,58.70,233.58,65.48,116.45,7,
9,D06,ND_T,58.70,284.65,61.95,110.17,5.668478269,
9,D07,ND_T,58.70,88.38,26.13,46.48,5.516343478,
9,D08,SVC006,58.70,14.13,4.48,7.96,1.533972233,
9,D09,L_T40,58.70,111.13,80.63,143.39,2,
9,D10,ND_T40,58.70,94.58,92.53,164.55,1.88125,
9,D11,ND_T40,58.70,44.03,53.54,95.22,1.33984375,
9,D12,Background,58.70,0.00,0.00,0.00,,
9,E01,L_T,58.70,127.50,36.33,64.61,7,
9,E02,L_T,58.70,85.28,33.40,59.40,7,
9,E03,ND_PBMC,58.70,202.09,63.70,113.29,7,
9,E04,ND_PBMC,58.70,171.03,68.74,122.24,7,
9,E05,ND_T,58.70,186.58,54.85,97.54,7,
9,E06,ND_T,58.70,468.07,105.10,186.91,6.125,
9,E07,T2D_T,58.70,210.75,61.70,109.72,7,
9,E08,SVC007,58.70,37.53,8.55,15.20,2.739130435,
9,E09,ND_T40,58.70,51.64,70.87,126.04,2,
9,E10,ND_T40,58.70,55.51,77.69,138.16,2,
9,E11,T2D_T40,58.70,59.92,62.61,111.34,2,
9,E12,Background,58.70,0.00,0.00,0.00,,
9,F01,Background,58.70,0.00,0.00,0.00,,
9,F02,SVC002,58.70,102.49,29.70,52.82,47.03125,
9,F03,ND_PBMC,58.70,211.55,71.43,127.02,7,
9,F04,ND_PBMC,58.70,170.90,61.91,110.11,7,
9,F05,ND_T,58.70,153.16,60.09,106.87,7,
9,F06,ND_T,58.70,373.58,71.34,126.88,6.125,
9,F07,T2D_T,58.70,148.44,46.73,83.11,7,
9,F08,SVC007,58.70,36.78,9.24,16.43,6.218695652,
9,F09,ND_T40,58.70,57.68,75.14,133.63,2,
9,F10,ND_T40,58.70,61.09,70.47,125.32,2,
9,F11,T2D_T40,58.70,-18.32,53.85,95.77,2,
9,F12,Background,58.70,0.00,0.00,0.00,,
9,G01,Background,58.70,0.00,0.00,0.00,,
9,G02,SVC003,58.70,39.15,15.36,27.32,36.09375,
9,G03,ND_PBMC,58.70,214.04,66.31,117.92,7,
9,G04,ND_PBMC,58.70,137.57,64.46,114.63,7,
9,G05,ND_T,58.70,143.87,52.84,93.97,7,
9,G06,ND_T,58.70,374.16,94.53,168.12,6.125,
9,G07,T2D_T,58.70,131.98,36.68,65.23,7,
9,G08,SVC007,58.70,38.99,11.04,19.64,6.218695652,
9,G09,ND_T40,58.70,54.54,83.47,148.44,2,
9,G10,ND_T40,58.70,50.55,73.86,131.35,2,
9,G11,T2D_T40,58.70,63.84,74.20,131.95,2,
9,G12,Background,58.70,0.00,0.00,0.00,,
9,H01,Background,58.70,0.00,0.00,0.00,,
9,H02,Unassigned,58.70,-1.55,0.86,1.52,,
9,H03,ND_PBMC,58.70,150.96,54.68,97.25,7,
9,H04,ND_PBMC,58.70,101.10,57.08,101.50,7,
9,H05,ND_T,58.70,105.23,36.62,65.12,7,
9,H06,Unassigned,58.70,-0.61,0.65,1.16,,
9,H07,T2D_T,58.70,114.46,38.47,68.42,,
9,H08,Unassigned,58.70,0.25,0.70,1.24,,
9,H09,ND_T40,58.70,58.64,81.55,145.02,2,
9,H10,ND_T40,58.70,66.52,90.13,160.29,2,
9,H11,Unassigned,58.70,-1.58,-0.30,-0.54,,
9,H12,Background,58.70,0.00,0.00,0.00,,
10,A01,Background,66.82,0.00,0.00,0.00,,
10,A02,Background,66.82,0.00,0.00,0.00,,
10,A03,ND_PBMC,66.82,163.30,74.10,131.78,7,
10,A04,ND_PBMC,66.82,349.12,100.31,178.38,7,
10,A05,T2D_PBMC,66.82,236.46,86.99,154.70,7,
10,A06,Unassigned,66.82,-0.04,0.91,1.62,,
10,A07,SVC006,66.82,17.26,2.93,5.21,1.533972233,
10,A08,SVC006,66.82,14.95,4.57,8.12,1.533972233,
10,A09,L_T40,66.82,91.89,76.56,136.16,2,
10,A10,Unassigned,66.82,-1.02,0.69,1.23,,
10,A11,Unassigned,66.82,-3.81,0.89,1.58,,
10,A12,Background,66.82,0.00,0.00,0.00,,
10,B01,L_PBMC,66.82,162.94,55.52,98.73,7,
10,B02,L_PBMC,66.82,149.29,56.94,101.27,7,
10,B03,ND_PBMC,66.82,143.96,63.54,112.99,7,
10,B04,ND_PBMC,66.82,306.61,78.19,139.05,7,
10,B05,T2D_PBMC,66.82,334.05,96.83,172.21,7,
10,B06,ND_T,66.82,246.24,69.63,123.83,0.566847826,
10,B07,ND_T,66.82,95.45,22.42,39.87,0.551630435,
10,B08,SVC006,66.82,20.24,1.80,3.20,,
10,B09,L_T40,66.82,108.12,89.59,159.32,2,
10,B10,ND_T40,66.82,72.83,82.03,145.87,15.5875,
10,B11,T2D_T40,66.82,48.45,55.87,99.36,2,
10,B12,Background,66.82,0.00,0.00,0.00,,
10,C01,L_PBMC,66.82,175.46,63.40,112.74,7,
10,C02,L_PBMC,66.82,147.90,60.60,107.77,7,
10,C03,ND_PBMC,66.82,109.19,52.48,93.33,7,
10,C04,ND_PBMC,66.82,303.82,90.91,161.67,7,
10,C05,T2D_PBMC,66.82,224.96,81.69,145.27,7,
10,C06,ND_T,66.82,240.92,72.82,129.50,5.668478269,
10,C07,ND_T,66.82,89.91,24.43,43.45,5.516343478,
10,C08,SVC006,66.82,14.45,6.51,11.58,1.533972233,
10,C09,L_T40,66.82,102.59,94.58,168.21,2,
10,C10,ND_T40,66.82,84.47,101.41,180.34,1.88125,
10,C11,ND_T40,66.82,27.56,49.43,87.90,1.33984375,
10,C12,Background,66.82,0.00,0.00,0.00,,
10,D01,L_T,66.82,71.73,29.18,51.89,7,
10,D02,L_T,66.82,45.29,25.24,44.88,7,
10,D03,ND_PBMC,66.82,138.14,66.62,118.48,7,
10,D04,ND_PBMC,66.82,270.76,80.10,142.45,7,
10,D05,T2D_PBMC,66.82,223.00,70.69,125.72,7,
10,D06,ND_T,66.82,238.54,61.95,110.18,5.668478269,
10,D07,ND_T,66.82,83.26,27.83,49.50,5.516343478,
10,D08,SVC006,66.82,14.96,4.72,8.40,1.533972233,
10,D09,L_T40,66.82,98.09,92.88,165.17,2,
10,D10,ND_T40,66.82,96.64,101.37,180.27,1.88125,
10,D11,ND_T40,66.82,45.70,64.34,114.41,1.33984375,
10,D12,Background,66.82,0.00,0.00,0.00,,
10,E01,L_T,66.82,108.60,37.21,66.17,7,
10,E02,L_T,66.82,76.81,36.25,64.47,7,
